"","origin","dest","dep_delay","arr_delay","visib","carrier"
"5422","EWR","IAH","<=15","<=15",10,"UA"
"5423","EWR","FLL","<=15","<=15",10,"NK"
"5424","EWR","DFW","<=15","<=15",10,"AA"
"5425","EWR","TPA","<=15","<=15",10,"B6"
"5426","MCO","LGA","<=15","<=15",9,"NK"
"5427","EWR","MIA","15-30","<=15",10,"AA"
"5428","LGA","MIA","<=15","<=15",10,"AA"
"5429","BOS","EWR","<=15","<=15",8,"UA"
"5430","LGA","DFW","<=15","<=15",10,"AA"
"5431","BOS","JFK","<=15","<=15",7,"B6"
"5432","EWR","ORD","15-30","<=15",10,"AA"
"5433","BUF","JFK","<=15","<=15",6,"B6"
"5434","ORF","EWR","<=15","30-45",8,"UA"
"5435","LAX","JFK","<=15","<=15",8,"B6"
"5436","HOU","LGA","<=15","<=15",10,"WN"
"5437","MIA","LGA","30-45","<=15",10,"NK"
"5438","ROC","JFK","<=15","<=15",6,"9E"
"5439","BUF","JFK","<=15","<=15",6,"9E"
"5440","PWM","JFK","<=15","<=15",6,"9E"
"5441","SYR","JFK","<=15","<=15",6,"9E"
"5442","BGR","JFK","<=15","<=15",6,"9E"
"5443","PBI","LGA","<=15","<=15",10,"B6"
"5444","EWR","PBI","<=15","<=15",10,"B6"
"5445","LGA","FLL","<=15","<=15",10,"NK"
"5446","LGA","BOS","<=15","<=15",6,"B6"
"5447","LGA","MCO","<=15","<=15",9,"B6"
"5448","ATL","EWR","30-45","45-60",7,"NK"
"5449","ORD","JFK","<=15","<=15",6,"B6"
"5450","EWR","MCO","30-45","30-45",10,"B6"
"5451","LAX","JFK","<=15","<=15",7,"AA"
"5452","JFK","SLC","<=15","<=15",7,"DL"
"5453","LGA","ATL","<=15","<=15",4,"WN"
"5454","MDW","LGA","<=15","<=15",10,"WN"
"5455","JFK","MIA","<=15","<=15",10,"AA"
"5456","JFK","ATL","<=15","<=15",6,"DL"
"5457","FLL","LGA","<=15","<=15",10,"B6"
"5458","LGA","ATL",">60",">60",6,"DL"
"5459","SFO","EWR",">60",">60",7,"AS"
"5460","ROC","JFK","<=15","<=15",6,"B6"
"5461","BNA","EWR",">60",">60",10,"UA"
"5462","LAX","JFK","<=15","<=15",7,"B6"
"5463","JFK","BOS","30-45","15-30",6,"B6"
"5464","TPA","JFK","<=15","<=15",6,"B6"
"5465","BOS","LGA","<=15","<=15",9,"B6"
"5466","BTV","JFK","<=15","<=15",6,"B6"
"5467","EWR","DTW","<=15","<=15",1.5,"DL"
"5468","JFK","MCO","<=15","<=15",9,"B6"
"5469","EWR","LAS","<=15","<=15",10,"UA"
"5470","BTV","EWR","<=15","<=15",8,"UA"
"5471","LGA","CLT","<=15","<=15",7,"AA"
"5472","BUF","EWR","30-45","15-30",8,"UA"
"5473","EWR","FLL","<=15","<=15",10,"UA"
"5474","EWR","SFO","15-30","15-30",10,"UA"
"5475","EWR","MCO","<=15","<=15",9,"UA"
"5476","LGA","CLT","<=15","<=15",8,"AA"
"5477","BNA","LGA","<=15","<=15",10,"WN"
"5478","LGA","MSP","<=15","<=15",1.25,"DL"
"5479","CLE","EWR","<=15","<=15",8,"UA"
"5480","LGA","MDW","<=15","15-30",10,"WN"
"5481","LGA","DFW","<=15","<=15",10,"AA"
"5482","JFK","MIA","<=15","<=15",10,"AA"
"5483","EWR","ORD","<=15","<=15",10,"UA"
"5484","JFK","ORD","45-60","45-60",10,"B6"
"5485","LGA","DAL","<=15","<=15",10,"WN"
"5486","LGA","DTW","<=15","<=15",1.5,"DL"
"5487","EWR","DEN","<=15","<=15",10,"UA"
"5488","FLL","EWR","<=15","<=15",9,"B6"
"5489","LGA","TPA","<=15","<=15",10,"B6"
"5490","EWR","PHX","<=15","<=15",10,"AA"
"5491","JAX","LGA","<=15","<=15",10,"B6"
"5492","DFW","LGA","<=15","<=15",10,"AA"
"5493","LGA","MYR","<=15","<=15",9,"NK"
"5494","RSW","EWR","<=15","15-30",9,"UA"
"5495","EWR","LAX","<=15","<=15",2.5,"B6"
"5496","MCO","LGA","<=15","<=15",10,"B6"
"5497","EWR","MCO","<=15","<=15",10,"NK"
"5498","MSY","EWR","<=15","<=15",10,"UA"
"5499","EWR","PBI","<=15","<=15",10,"UA"
"5500","DFW","JFK","<=15","<=15",9,"B6"
"5501","JFK","PHX","<=15","<=15",10,"AA"
"5502","EWR","FLL","<=15","<=15",10,"B6"
"5503","ORH","JFK","<=15","<=15",6,"B6"
"5504","BNA","LGA","<=15","<=15",10,"B6"
"5505","DFW","EWR","<=15","<=15",10,"UA"
"5506","CLT","EWR","15-30","<=15",8,"UA"
"5507","LAS","EWR","<=15","<=15",7,"NK"
"5508","IND","EWR","<=15","<=15",7,"UA"
"5509","LGA","RSW","<=15","<=15",0.75,"B6"
"5510","LAX","JFK","15-30","15-30",7,"DL"
"5511","JFK","ATL","15-30",">60",4,"B6"
"5512","SFO","JFK","<=15","<=15",7,"B6"
"5513","EWR","ATL","30-45","15-30",6,"DL"
"5514","LGA","FLL","<=15","<=15",10,"B6"
"5515","LGA","HOU","15-30","15-30",10,"WN"
"5516","LGA","DEN","<=15","<=15",10,"B6"
"5517","LAS","JFK","<=15","<=15",8,"DL"
"5518","EWR","SEA","<=15","<=15",10,"UA"
"5519","EWR","LAX","<=15","<=15",2.5,"UA"
"5520","EWR","MIA","<=15","<=15",10,"UA"
"5521","LGA","MIA","<=15","<=15",10,"AA"
"5522","LGA","IAH","<=15","<=15",10,"UA"
"5523","JFK","CLT","15-30","<=15",7,"AA"
"5524","EWR","CLT","<=15","<=15",7,"AA"
"5525","LGA","ORD","<=15","<=15",10,"UA"
"5526","JFK","FLL","<=15","<=15",10,"B6"
"5527","JFK","BUF","<=15","<=15",8,"B6"
"5528","LGA","ORD","<=15","<=15",10,"AA"
"5529","EWR","ORD","<=15","<=15",10,"AA"
"5530","MCO","JFK","<=15","<=15",6,"B6"
"5531","DAL","LGA","<=15","<=15",10,"WN"
"5532","EWR","IAD","<=15","<=15",10,"YX"
"5533","IAH","EWR","<=15","<=15",10,"UA"
"5534","CHS","LGA","<=15","<=15",9,"B6"
"5535","CHS","EWR","<=15","15-30",8,"UA"
"5536","SRQ","EWR","<=15","<=15",7,"UA"
"5537","RDU","JFK","<=15","<=15",6,"B6"
"5538","DTW","JFK",">60",">60",6,"B6"
"5539","JAX","EWR","<=15","<=15",7,"UA"
"5540","RDU","EWR","<=15","<=15",8,"UA"
"5541","MIA","LGA","<=15","<=15",10,"AA"
"5542","BOS","JFK","15-30","<=15",6,"DL"
"5543","SAV","LGA","<=15","<=15",10,"B6"
"5544","MIA","EWR","<=15","<=15",7,"UA"
"5545","MCI","EWR","<=15","<=15",10,"UA"
"5546","MCO","EWR","<=15","<=15",9,"UA"
"5547","ROC","EWR","15-30","<=15",8,"UA"
"5548","MCO","EWR","<=15","15-30",7,"UA"
"5549","ORD","LGA","<=15","<=15",10,"UA"
"5550","PWM","EWR","<=15","<=15",8,"UA"
"5551","SAV","EWR","<=15","<=15",7,"UA"
"5552","PBI","EWR","<=15","<=15",7,"UA"
"5553","LAX","EWR","<=15","<=15",7,"UA"
"5554","IAD","EWR",">60",">60",8,"UA"
"5555","ORD","EWR","<=15","<=15",9,"UA"
"5556","MCO","EWR","<=15","<=15",7,"B6"
"5557","SNA","EWR","<=15","<=15",7,"UA"
"5558","FLL","EWR","<=15","<=15",7,"UA"
"5559","PHX","EWR","<=15","<=15",7,"UA"
"5560","TPA","EWR","<=15","<=15",7,"UA"
"5561","STL","LGA","<=15","<=15",10,"WN"
"5562","DEN","LGA","<=15","<=15",10,"WN"
"5563","BOS","EWR","<=15","<=15",7,"B6"
"5564","ORD","LGA","<=15","<=15",10,"AA"
"5565","ATL","LGA","15-30","15-30",10,"WN"
"5566","GSP","EWR","<=15","<=15",7,"YX"
"5567","PVD","EWR","<=15","<=15",8,"YX"
"5568","ALB","EWR",">60",">60",8,"YX"
"5569","CMH","EWR","<=15","<=15",8,"YX"
"5570","GSO","EWR","<=15","<=15",8,"YX"
"5571","MHT","EWR","<=15","<=15",8,"YX"
"5572","ILM","EWR","<=15","<=15",8,"YX"
"5573","MEM","EWR","<=15","<=15",9,"YX"
"5574","CVG","EWR","<=15","<=15",7,"YX"
"5575","DTW","EWR","<=15","15-30",7,"YX"
"5576","GRR","EWR","<=15","<=15",7,"YX"
"5577","PIT","EWR","<=15","<=15",8,"YX"
"5578","IAH","LGA","<=15","<=15",10,"NK"
"5579","LIT","LGA","<=15","<=15",10,"YX"
"5580","OMA","LGA","<=15","<=15",10,"YX"
"5581","CLT","JFK","<=15","<=15",6,"9E"
"5582","RDU","JFK","<=15","<=15",6,"9E"
"5583","JAX","JFK","<=15","<=15",6,"YX"
"5584","CMH","JFK","<=15","<=15",6,"YX"
"5585","DCA","JFK","<=15","<=15",6,"YX"
"5586","JFK","LAX","<=15","<=15",2,"AA"
"5587","JFK","SEA","<=15","<=15",10,"AS"
"5588","JFK","SFO","<=15","<=15",10,"B6"
"5589","SEA","EWR","<=15","<=15",7,"AS"
"5590","JFK","MSP",">60",">60",1.5,"B6"
"5591","TPA","LGA","<=15","<=15",10,"B6"
"5592","JFK","SFO","<=15","<=15",10,"AS"
"5593","LAX","EWR","<=15","<=15",7,"NK"
"5594","JFK","SEA","<=15","<=15",10,"DL"
"5595","LGA","DEN","<=15","<=15",10,"WN"
"5596","LGA","DEN","<=15","<=15",10,"DL"
"5597","EWR","FLL","<=15","<=15",10,"B6"
"5598","LGA","DFW","<=15","<=15",10,"AA"
"5599","LGA","PBI","<=15","<=15",10,"B6"
"5600","MIA","JFK","<=15","<=15",6,"B6"
"5601","JFK","SFO","<=15","<=15",10,"DL"
"5602","ATL","EWR","45-60",">60",9,"UA"
"5603","AVL","EWR","<=15","<=15",9,"G4"
"5604","EWR","SFO","<=15","<=15",10,"AS"
"5605","JFK","MSP","<=15","<=15",1.25,"DL"
"5606","LGA","STL","<=15","<=15",10,"WN"
"5607","AUS","EWR","<=15","<=15",9,"UA"
"5608","LGA","ORD","<=15","<=15",10,"AA"
"5609","LAX","JFK","<=15","<=15",6,"AA"
"5610","EWR","IAH","<=15","<=15",10,"UA"
"5611","JFK","PHX","30-45","<=15",10,"DL"
"5612","SYR","JFK","30-45","<=15",6,"B6"
"5613","EWR","PIT","<=15","<=15",10,"NK"
"5614","JFK","LAX","<=15","<=15",2,"B6"
"5615","LAX","JFK","<=15","<=15",6,"DL"
"5616","BOS","LGA","<=15","<=15",10,"B6"
"5617","SEA","JFK","<=15","<=15",6,"DL"
"5618","EWR","SEA","<=15","<=15",10,"AS"
"5619","EWR","SAN","<=15","<=15",10,"UA"
"5620","SAN","JFK","<=15","<=15",6,"DL"
"5621","JFK","MCO","<=15","<=15",3.5,"DL"
"5622","ORD","LGA","<=15","<=15",10,"AA"
"5623","PDX","JFK","<=15","<=15",6,"DL"
"5624","JFK","PBI",">60","45-60",10,"B6"
"5625","JFK","LAX","<=15","<=15",2,"DL"
"5626","EWR","SRQ","<=15","<=15",10,"UA"
"5627","EWR","PHX","<=15","<=15",10,"UA"
"5628","ATL","JFK","45-60","45-60",6,"B6"
"5629","FLL","EWR","15-30","<=15",10,"NK"
"5630","JFK","FLL","<=15","<=15",10,"DL"
"5631","JFK","JAX","<=15","<=15",10,"B6"
"5632","ATL","EWR","30-45","15-30",9,"DL"
"5633","SFO","JFK","<=15","<=15",6,"DL"
"5634","BOS","EWR","<=15","<=15",7,"UA"
"5635","FLL","EWR","<=15","<=15",10,"UA"
"5636","LGA","MIA","<=15","<=15",10,"DL"
"5637","JFK","TPA","<=15","<=15",10,"DL"
"5638","LGA","ORD","<=15","<=15",10,"DL"
"5639","JFK","RSW","<=15","<=15",10,"DL"
"5640","LGA","MIA","<=15","<=15",10,"AA"
"5641","DFW","LGA","<=15","<=15",10,"DL"
"5642","LGA","FLL","<=15","<=15",10,"DL"
"5643","EWR","SAT","15-30","<=15",10,"UA"
"5644","JFK","MIA","<=15","<=15",10,"AA"
"5645","LAS","JFK","<=15","<=15",6,"DL"
"5646","EWR","ORF","<=15","<=15",10,"UA"
"5647","EWR","ATL","<=15","<=15",4,"DL"
"5648","BOS","JFK","<=15","<=15",6,"B6"
"5649","EWR","MSY","<=15","<=15",10,"UA"
"5650","LGA","IAH","<=15","<=15",10,"UA"
"5651","LGA","DEN","<=15","<=15",10,"UA"
"5652","EWR","BZN","<=15","<=15",10,"UA"
"5653","LGA","TPA","<=15","<=15",10,"DL"
"5654","PBI","LGA","<=15","<=15",10,"DL"
"5655","EWR","MSP","15-30","<=15",1.25,"DL"
"5656","PBI","JFK","<=15","<=15",6,"B6"
"5657","EWR","MCO","<=15","<=15",3.5,"UA"
"5658","JFK","MIA","<=15","<=15",10,"DL"
"5659","EWR","BOS","<=15","<=15",5,"UA"
"5660","JFK","DFW","<=15","<=15",10,"AA"
"5661","EWR","RSW","<=15","<=15",10,"UA"
"5662","EWR","DEN","<=15","<=15",10,"UA"
"5663","LGA","MCO","<=15","<=15",9,"DL"
"5664","MDW","LGA","<=15","<=15",10,"WN"
"5665","EWR","ATL","<=15","<=15",6,"UA"
"5666","JFK","CHS","<=15","<=15",9,"B6"
"5667","LGA","MSY","<=15","<=15",10,"B6"
"5668","SFO","JFK","<=15","<=15",6,"AS"
"5669","SAT","EWR","<=15","<=15",9,"UA"
"5670","EWR","RDU","<=15","<=15",10,"UA"
"5671","LGA","PBI","<=15","<=15",10,"DL"
"5672","DEN","JFK","<=15","<=15",8,"DL"
"5673","EWR","MIA","<=15","<=15",10,"AA"
"5674","AUS","JFK","<=15","<=15",9,"DL"
"5675","EWR","PHL","<=15","<=15",10,"YX"
"5676","EWR","PWM","<=15","<=15",7,"YX"
"5677","BNA","LGA","<=15","<=15",10,"AA"
"5678","LGA","BNA","<=15","<=15",4,"WN"
"5679","FLL","LGA","<=15","<=15",10,"DL"
"5680","JFK","DCA","15-30","15-30",10,"YX"
"5681","ATL","LGA","15-30","<=15",10,"DL"
"5682","SFO","EWR","30-45","15-30",7,"UA"
"5683","DFW","LGA","<=15","<=15",10,"AA"
"5684","PBI","JFK","<=15","<=15",6,"DL"
"5685","PBI","EWR","<=15","<=15",10,"UA"
"5686","IAH","EWR","<=15","<=15",9,"UA"
"5687","LGA","CLE","<=15","<=15",10,"9E"
"5688","CLT","JFK","<=15","<=15",6,"AA"
"5689","MCO","JFK",">60",">60",6,"B6"
"5690","LGA","CVG","<=15","<=15",9,"9E"
"5691","TPA","JFK","<=15","<=15",6,"DL"
"5692","LGA","RDU","<=15","<=15",10,"9E"
"5693","MIA","LGA","<=15","<=15",10,"DL"
"5694","DTW","LGA","<=15","<=15",10,"NK"
"5695","LGA","DCA","<=15","<=15",10,"YX"
"5696","LGA","BOS","15-30","<=15",5,"YX"
"5697","IAD","EWR","<=15","<=15",7,"UA"
"5698","DCA","LGA","<=15","<=15",10,"AA"
"5699","CLT","LGA","<=15","<=15",10,"AA"
"5700","TPA","LGA","<=15","<=15",10,"DL"
"5701","TPA","EWR","<=15","<=15",10,"UA"
"5702","MSN","EWR","<=15","<=15",10,"UA"
"5703","ORD","EWR","<=15","15-30",10,"UA"
"5704","AUS","JFK","<=15","<=15",9,"AA"
"5705","FLL","JFK","<=15","<=15",6,"DL"
"5706","CLT","EWR",">60","45-60",9,"AA"
"5707","MIA","JFK","<=15","<=15",6,"AA"
"5708","MCO","LGA","15-30","15-30",10,"DL"
"5709","ORD","LGA","<=15","<=15",10,"DL"
"5710","DTW","EWR","45-60","45-60",7,"UA"
"5711","SAN","EWR","<=15","<=15",7,"UA"
"5712","MSP","LGA","<=15","45-60",10,"DL"
"5713","RSW","LGA",">60",">60",10,"DL"
"5714","PIT","EWR","<=15","<=15",7,"YX"
"5715","MSP","EWR","<=15","45-60",10,"OO"
"5716","CLT","EWR","<=15","<=15",9,"YX"
"5717","OKC","LGA","<=15","<=15",10,"YX"
"5718","MEM","LGA","<=15","<=15",10,"YX"
"5719","RDU","JFK","<=15","<=15",6,"YX"
"5720","SAV","JFK","<=15","<=15",6,"9E"
"5721","BUF","LGA","<=15","<=15",10,"9E"
"5722","MSP","JFK",">60",">60",6,"9E"
"5723","CHS","JFK",">60",">60",6,"9E"
"5724","RDU","LGA","<=15","<=15",10,"9E"
"5725","STL","LGA","<=15","<=15",10,"9E"
"5726","BNA","LGA","<=15","<=15",10,"9E"
"5727","BGR","LGA","<=15","<=15",10,"9E"
"5728","BOS","LGA","<=15","<=15",10,"YX"
"5729","CLT","LGA","<=15","<=15",10,"YX"
"5730","PIT","LGA","<=15","<=15",10,"YX"
"5731","DCA","LGA","<=15","<=15",10,"YX"
"5732","IND","LGA","<=15","<=15",10,"YX"
"5733","LAX","JFK","<=15","<=15",9,"AA"
"5734","JFK","PHX","30-45","<=15",10,"B6"
"5735","JFK","MSY","45-60","30-45",10,"B6"
"5736","JFK","ROC","<=15","<=15",2,"B6"
"5737","JFK","SAN","<=15","<=15",10,"B6"
"5738","JFK","DTW","15-30","<=15",0.13,"B6"
"5739","EWR","DTW","<=15","<=15",0.13,"UA"
"5740","SAN","JFK","<=15","<=15",7,"B6"
"5741","LGA","BOS","<=15","<=15",7,"B6"
"5742","LGA","JAX","<=15","<=15",10,"B6"
"5743","JFK","SAV","15-30","<=15",10,"B6"
"5744","JFK","SAN","<=15","<=15",10,"DL"
"5745","LGA","ORD","<=15","<=15",10,"AA"
"5746","EWR","LAS","<=15","<=15",10,"UA"
"5747","PBI","JFK","<=15","<=15",9,"B6"
"5748","LGA","ATL","<=15","<=15",6,"DL"
"5749","LGA","DFW","<=15","<=15",10,"DL"
"5750","EWR","BNA","<=15","<=15",10,"UA"
"5751","JFK","FLL","15-30","<=15",10,"B6"
"5752","JFK","AUS","<=15","<=15",10,"DL"
"5753","LAX","JFK","<=15","<=15",9,"B6"
"5754","BOS","EWR","<=15","<=15",9,"UA"
"5755","MCO","EWR","<=15","<=15",10,"UA"
"5756","JFK","ATL","<=15","<=15",1.5,"DL"
"5757","JFK","LAX","<=15","<=15",2,"DL"
"5758","EWR","EGE","<=15","<=15",10,"UA"
"5759","JFK","BNA","15-30","<=15",10,"B6"
"5760","EWR","JAX","15-30","15-30",10,"UA"
"5761","EWR","SFO","<=15","<=15",10,"UA"
"5762","EWR","SAV","<=15","<=15",10,"UA"
"5763","ATL","LGA","<=15","<=15",10,"DL"
"5764","EWR","CLT","<=15","<=15",6,"UA"
"5765","EWR","LAX","<=15","<=15",2.5,"UA"
"5766","LGA","DFW","<=15","<=15",10,"AA"
"5767","EWR","FLL","<=15","<=15",10,"UA"
"5768","EWR","MIA","<=15","<=15",10,"UA"
"5769","JFK","LAS","<=15","<=15",10,"DL"
"5770","EWR","DFW","<=15","<=15",10,"AA"
"5771","EWR","CLT","<=15","<=15",10,"AA"
"5772","FLL","LGA","<=15","<=15",10,"NK"
"5773","DFW","LGA","<=15","<=15",10,"NK"
"5774","CLE","EWR","<=15","<=15",9,"UA"
"5775","IND","EWR",">60","45-60",10,"UA"
"5776","JFK","EGE","<=15","<=15",10,"AA"
"5777","EWR","ORD",">60",">60",10,"UA"
"5778","SAN","EWR","<=15","30-45",8,"AS"
"5779","LGA","IAH","<=15","<=15",10,"DL"
"5780","LGA","DCA","<=15","<=15",10,"AA"
"5781","JFK","LAX","<=15","<=15",2.5,"B6"
"5782","JFK","LAS","<=15","<=15",10,"B6"
"5783","ORD","JFK",">60","45-60",9,"B6"
"5784","MYR","LGA","<=15","<=15",10,"NK"
"5785","EWR","TPA","<=15","<=15",10,"UA"
"5786","LGA","ORD","15-30","<=15",10,"UA"
"5787","EWR","BOS","<=15","<=15",10,"B6"
"5788","DFW","LGA","<=15","<=15",10,"AA"
"5789","JFK","AUS","<=15","<=15",10,"AA"
"5790","JFK","ORD","<=15","<=15",10,"AA"
"5791","LGA","CLT","<=15","<=15",10,"AA"
"5792","JFK","DEN","<=15","<=15",10,"DL"
"5793","LGA","MIA","<=15","<=15",10,"NK"
"5794","EWR","CVG","<=15","<=15",3.5,"YX"
"5795","EWR","SDF","<=15","<=15",10,"YX"
"5796","EWR","GSO","<=15","<=15",10,"YX"
"5797","EWR","MKE","<=15","<=15",9,"YX"
"5798","ORD","EWR","<=15","<=15",9,"AA"
"5799","SFO","JFK","<=15","<=15",7,"B6"
"5800","EWR","PIT","<=15","<=15",10,"YX"
"5801","LGA","STL","<=15","<=15",10,"9E"
"5802","FLL","JFK","<=15","<=15",6,"B6"
"5803","TPA","EWR","<=15","<=15",10,"UA"
"5804","LGA","ILM","<=15","<=15",0.5,"YX"
"5805","SFO","EWR","<=15","15-30",8,"UA"
"5806","IAH","LGA","<=15","<=15",9,"UA"
"5807","LGA","PIT","<=15","<=15",10,"9E"
"5808","LAS","EWR","<=15","<=15",7,"UA"
"5809","LAX","EWR","<=15","<=15",8,"UA"
"5810","JFK","RDU","<=15","<=15",10,"9E"
"5811","LGA","CHS","<=15","<=15",10,"9E"
"5812","JFK","JAX","<=15","<=15",10,"YX"
"5813","LGA","JAX","<=15","<=15",10,"YX"
"5814","LGA","CMH","<=15","<=15",9,"YX"
"5815","ORD","LGA","<=15","<=15",10,"UA"
"5816","MIA","EWR","<=15","<=15",9,"UA"
"5817","PBI","EWR","<=15","<=15",9,"UA"
"5818","BUF","JFK","<=15","<=15",6,"B6"
"5819","MIA","JFK","<=15","<=15",9,"AA"
"5820","TPA","EWR","<=15","<=15",9,"B6"
"5821","DFW","EWR","<=15","<=15",7,"AA"
"5822","OAK","EWR","15-30","30-45",8,"NK"
"5823","BOS","LGA","<=15","<=15",10,"B6"
"5824","MCO","JFK",">60",">60",9,"DL"
"5825","ORD","LGA","<=15","<=15",10,"AA"
"5826","IAH","LGA","<=15","<=15",9,"DL"
"5827","BNA","LGA","<=15","<=15",10,"WN"
"5828","CMH","EWR","<=15","<=15",10,"YX"
"5829","SDF","EWR","<=15","<=15",10,"YX"
"5830","IAD","EWR","<=15","<=15",10,"YX"
"5831","MCI","LGA","<=15","15-30",10,"YX"
"5832","BDL","LGA","<=15","<=15",10,"9E"
"5833","XNA","LGA","<=15","<=15",10,"YX"
"5834","ILM","LGA","<=15","<=15",10,"YX"
"5835","IND","JFK","<=15","<=15",9,"YX"
"5836","ROC","LGA","<=15","<=15",10,"9E"
"5837","PWM","LGA","<=15","<=15",10,"9E"
"5838","MKE","LGA","<=15","15-30",10,"9E"
"5839","CLE","LGA","<=15","<=15",10,"9E"
"5840","CVG","LGA","<=15","<=15",10,"9E"
"5841","MCI","LGA","<=15","<=15",10,"YX"
"5842","ORD","JFK","<=15","<=15",9,"YX"
"5843","CMH","LGA","<=15","<=15",10,"YX"
"5844","EWR","LAX","<=15","<=15",2,"AS"
"5845","EWR","MIA","<=15","<=15",10,"NK"
"5846","PDX","EWR","<=15","30-45",9,"AS"
"5847","EWR","ATL","30-45","<=15",5,"NK"
"5848","JFK","SFO","<=15","<=15",8,"B6"
"5849","JFK","SEA","<=15","<=15",10,"AS"
"5850","JFK","SRQ",">60",">60",10,"B6"
"5851","MYR","EWR","15-30","<=15",9,"NK"
"5852","JFK","SAN","15-30","<=15",3,"AS"
"5853","JFK","SFO","<=15","<=15",8,"AA"
"5854","JFK","CLT","<=15","<=15",10,"AA"
"5855","LGA","BNA","<=15","<=15",10,"WN"
"5856","MCO","EWR","<=15","15-30",9,"NK"
"5857","PBI","EWR","<=15","<=15",9,"B6"
"5858","JFK","MIA","<=15","<=15",10,"AA"
"5859","BOS","JFK","<=15","<=15",9,"B6"
"5860","EWR","SNA","<=15","<=15",3.5,"UA"
"5861","JFK","LAX",">60","30-45",2.5,"B6"
"5862","LGA","MCO","<=15","<=15",9,"B6"
"5863","LGA","ORD","<=15","<=15",10,"UA"
"5864","FLL","LGA",">60",">60",10,"B6"
"5865","LGA","DFW","<=15","<=15",10,"AA"
"5866","LGA","MDW","15-30","<=15",10,"WN"
"5867","JFK","LAS","<=15","<=15",10,"AA"
"5868","SFO","EWR",">60","45-60",10,"AS"
"5869","ORD","LGA","<=15","<=15",10,"AA"
"5870","LGA","FLL","15-30",">60",10,"NK"
"5871","JFK","LAX","<=15","<=15",2,"B6"
"5872","LAX","JFK","30-45","30-45",9,"DL"
"5873","ATL","EWR","30-45","30-45",9,"DL"
"5874","LGA","MCO","<=15","<=15",9,"DL"
"5875","JFK","SNA","30-45","<=15",10,"AA"
"5876","TPA","JFK","<=15","<=15",9,"B6"
"5877","LGA","DTW","<=15","<=15",0.25,"DL"
"5878","MCO","EWR","<=15","<=15",9,"UA"
"5879","JFK","MCO","<=15","<=15",10,"B6"
"5880","EWR","MIA","<=15","<=15",10,"UA"
"5881","EWR","MCO","30-45","15-30",9,"NK"
"5882","SLC","JFK","<=15","<=15",7,"DL"
"5883","BOS","LGA","<=15","<=15",10,"B6"
"5884","EWR","PBI","<=15","<=15",10,"UA"
"5885","EWR","TPA",">60",">60",10,"UA"
"5886","EWR","MCO","30-45","<=15",9,"UA"
"5887","LGA","MSY","<=15","<=15",10,"DL"
"5888","LGA","FLL","<=15","<=15",10,"B6"
"5889","LGA","MCI","<=15","<=15",10,"WN"
"5890","SEA","JFK","15-30","15-30",9,"AS"
"5891","JFK","LAS","<=15","<=15",10,"AS"
"5892","JFK","RSW","<=15","<=15",10,"B6"
"5893","MKE","JFK","<=15","<=15",9,"B6"
"5894","JFK","BUF",">60",">60",2.5,"B6"
"5895","EWR","FLL","<=15","<=15",10,"UA"
"5896","EWR","CHS","<=15","<=15",10,"UA"
"5897","ATL","JFK",">60",">60",9,"DL"
"5898","EWR","LAX","<=15","<=15",2,"B6"
"5899","EWR","AVL","<=15","<=15",4,"G4"
"5900","EWR","RSW","<=15","<=15",10,"UA"
"5901","LGA","ORD","<=15","<=15",10,"AA"
"5902","EWR","CLE","<=15","<=15",10,"UA"
"5903","LGA","BNA","<=15","<=15",10,"B6"
"5904","EWR","JAC",">60","45-60",4,"UA"
"5905","EWR","DEN",">60",">60",10,"UA"
"5906","LGA","MIA","<=15","<=15",10,"AA"
"5907","JFK","FLL","<=15","<=15",10,"B6"
"5908","EWR","AUS",">60","45-60",10,"UA"
"5909","LGA","DEN","<=15","<=15",10,"UA"
"5910","EWR","CLT",">60","30-45",10,"AA"
"5911","LGA","CHS","<=15","<=15",10,"B6"
"5912","LGA","BOS","<=15","<=15",10,"B6"
"5913","FLL","JFK","<=15","<=15",9,"B6"
"5914","JFK","MIA",">60",">60",10,"B6"
"5915","EWR","DTW","<=15","<=15",0.25,"DL"
"5916","ATL","LGA",">60",">60",10,"DL"
"5917","JFK","BOS","<=15","<=15",10,"B6"
"5918","JFK","TPA","<=15","<=15",10,"B6"
"5919","JFK","DTW","<=15","<=15",0.25,"DL"
"5920","LGA","SAV","<=15","<=15",10,"B6"
"5921","EWR","PHX","<=15","<=15",10,"AA"
"5922","EWR","DCA","<=15","<=15",10,"YX"
"5923","EWR","SYR","<=15","<=15",10,"YX"
"5924","EWR","PVD","<=15","<=15",10,"YX"
"5925","EWR","IND","45-60","15-30",10,"YX"
"5926","IAH","EWR","<=15","<=15",7,"UA"
"5927","LGA","MSP","<=15","<=15",0.75,"YX"
"5928","LGA","EYW","15-30","<=15",10,"YX"
"5929","LGA","CLE","<=15","<=15",10,"YX"
"5930","JFK","ORD","<=15","<=15",10,"9E"
"5931","JFK","SAV","<=15","<=15",10,"9E"
"5932","LGA","MKE","<=15","<=15",10,"9E"
"5933","DEN","LGA","<=15","<=15",5,"DL"
"5934","BOS","EWR","<=15","<=15",10,"UA"
"5935","STL","LGA","<=15","<=15",9,"WN"
"5936","LGA","BNA","<=15","<=15",10,"YX"
"5937","JFK","BOS","<=15","<=15",10,"YX"
"5938","LGA","SDF","<=15","<=15",10,"YX"
